year,id,CO2_mt,co2_cntfc,avoided_CO2,pct_diff
2018,Slovak Republic,31.658077,32.43993,.78185272,2.4696784
2019,Slovak Republic,29.628531,30.3771,.74856949,2.5265157
2020,Slovak Republic,27.59284,28.305668,.71282768,2.5833793
2021,Slovak Republic,30.639568,31.518364,.87879562,2.8681724
2022,Slovak Republic,28.129314,28.936111,.80679703,2.8681717
2000,Slovenia,14.050959,14.058752,.0077934265,.055465445
2001,Slovenia,14.875062,14.883312,.0082502365,.055463545
2002,Slovenia,15.081149,15.097882,.01673317,.11095421
2003,Slovenia,14.961574,14.978174,.016600609,.11095496
2004,Slovenia,15.226438,15.251786,.025348663,.16647796
2005,Slovenia,15.429759,15.455446,.025687218,.16647841
2006,Slovenia,15.782141,15.817183,.035041809,.22203457
2007,Slovenia,15.740525,15.775475,.034949303,.2220339
2008,Slovenia,16.767126,16.804356,.037229538,.22203888
2009,Slovenia,15.08766,15.12116,.033499718,.22203389
2010,Slovenia,15.418927,15.453162,.034235001,.22203231
2011,Slovenia,15.394975,15.429157,.034182549,.22203706
2012,Slovenia,14.807779,14.848888,.041109085,.27761817
2013,Slovenia,14.157027,14.204204,.047176361,.33323634
2014,Slovenia,12.694426,12.736728,.042302132,.33323392
2015,Slovenia,12.772528,12.81509,.042562485,.33323464
2016,Slovenia,13.559316,13.612046,.05273056,.38888806
2017,Slovenia,13.713517,13.782122,.068604469,.50026894
2018,Slovenia,13.622833,13.690985,.068151474,.50027388
2019,Slovenia,13.172819,13.238719,.065899849,.50027144
2020,Slovenia,11.990859,12.050846,.059987068,.50027329
2021,Slovenia,12.259448,12.348135,.088686943,.7234171
2022,Slovenia,11.951207,12.037664,.086457253,.72341859
2000,Spain,278.58432,279.51266,.92834473,.33323655
2001,Spain,279.77676,281.17642,1.3996582,.5002768
2002,Spain,297.22336,299.70569,2.4823303,.83517337
2003,Spain,302.61768,305.65308,3.0354004,1.0030479
2004,Spain,319.27032,323.18875,3.9184265,1.2273068
2005,Spain,333.70978,338.18024,4.470459,1.3396248
2006,Spain,325.03625,329.9389,4.9026489,1.508339
2007,Spain,337.8631,344.29294,6.4298401,1.9030904
2008,Spain,309.88422,318.2424,8.3581848,2.697196
2009,Spain,276.73123,285.61697,8.8857422,3.2109647
2010,Spain,262.94064,272.13699,9.1963501,3.4975004
2011,Spain,265.94708,276.77899,10.831909,4.0729566
2012,Spain,261.5264,273.08527,11.558868,4.4197712
2013,Spain,236.15294,248.37424,12.221298,5.1751623
2014,Spain,233.08286,246.5083,13.425446,5.7599454
2015,Spain,248.03519,264.07312,16.037933,6.465991
2016,Spain,238.83813,254.56351,15.725372,6.5841126
2017,Spain,255.2747,273.89868,18.623978,7.2956614
2018,Spain,248.70619,267.2952,18.589005,7.4742827
2019,Spain,232.82245,250.50189,17.679443,7.5935302
2020,Spain,194.51338,210.56418,16.050797,8.25177
2021,Spain,211.49078,232.39574,20.904953,9.8845692
2022,Spain,217.09946,239.48653,22.38707,10.311895
2000,Sweden,51.989464,52.076015,.086551666,.16647924
2001,Sweden,51.165348,51.33585,.17050171,.33323669
2002,Sweden,52.743717,53.066395,.32267761,.61178398
2003,Sweden,53.996719,54.447689,.4509697,.83517981
2004,Sweden,52.30933,52.775459,.4661293,.89110166
2005,Sweden,48.767632,49.311447,.54381561,1.1151159
2006,Sweden,47.29287,48.006207,.71333694,1.5083393
2007,Sweden,45.715324,46.482121,.76679611,1.6773283
2008,Sweden,44.627258,45.501778,.87451935,1.9596081
2009,Sweden,41.497665,42.428318,.93065262,2.2426627
2010,Sweden,46.661533,47.787422,1.1258888,2.4128842
2011,Sweden,43.091042,44.253292,1.1622505,2.6971974
2012,Sweden,40.51759,41.679703,1.1621132,2.8681695
2013,Sweden,38.986122,40.104309,1.118187,2.8681667
2014,Sweden,37.594036,38.715206,1.12117,2.9823081
2015,Sweden,37.58313,38.76841,1.1852798,3.1537549
2016,Sweden,36.995171,38.267853,1.2726822,3.4401307
2017,Sweden,36.638424,37.919853,1.2814293,3.4975011
2018,Sweden,34.394611,35.696388,1.3017769,3.7848279
2019,Sweden,33.927479,35.231106,1.303627,3.8423929
2020,Sweden,32.681511,34.012615,1.3311043,4.072958
2021,Sweden,35.160858,36.939503,1.7786446,5.0585928
2022,Sweden,32.454102,34.152584,1.6984825,5.2334909
2000,Switzerland,42.008316,42.078251,.069934845,.16647857
2001,Switzerland,43.419502,43.515907,.096405029,.22203164
2002,Switzerland,41.903603,42.066559,.16295624,.38888359
2003,Switzerland,43.205364,43.373383,.16801834,.38888305
2004,Switzerland,43.550545,43.744156,.19361115,.44456652
2005,Switzerland,44.021233,44.216934,.1957016,.44456184
2006,Switzerland,43.642864,43.836884,.19401932,.44456136
2007,Switzerland,41.672573,41.904278,.23170471,.55601251
2008,Switzerland,43.117264,43.477367,.36010361,.83517265
2009,Switzerland,41.82864,42.224781,.39614105,.94705695
2010,Switzerland,43.289089,43.796089,.50699997,1.1711957
2011,Switzerland,39.303356,39.763676,.46031952,1.1711965
2012,Switzerland,40.744568,41.244629,.50006104,1.2273072
2013,Switzerland,41.732819,42.362289,.62947083,1.5083352
2014,Switzerland,37.948864,38.542625,.59376144,1.5646356
2015,Switzerland,37.408623,37.993931,.58530807,1.5646341
2016,Switzerland,37.930664,38.524139,.59347534,1.5646321
2017,Switzerland,36.971329,37.633171,.66184235,1.7901503
2018,Switzerland,35.777401,36.478497,.70109558,1.9596045
2019,Switzerland,35.678642,36.377804,.69916153,1.959608
2020,Switzerland,33.308189,33.979733,.67154312,2.0161502
2021,Switzerland,34.895741,35.717922,.8221817,2.3561091
2022,Switzerland,31.844227,32.648777,.80455017,2.5265181
2000,Turkey,201.21651,201.32811,.11160278,.055464029
2001,Turkey,182.68114,182.98526,.30412292,.16647747
2002,Turkey,192.5976,193.02522,.42762756,.22203162
2003,Turkey,203.13861,203.58965,.45103455,.2220329
2004,Turkey,207.39116,207.85164,.46047974,.22203441
2005,Turkey,215.88304,216.60245,.71940613,.33323884
2006,Turkey,240.24362,241.0442,.80058289,.33323795
2007,Turkey,266.18777,267.66782,1.4800415,.55601406
2008,Turkey,262.35495,263.95999,1.6050415,.61178243
2009,Turkey,261.26715,263.30316,2.0360107,.77928311
2010,Turkey,267.83398,270.22067,2.3866882,.89110732
2011,Turkey,287.19119,290.23273,3.0415344,1.0590626
2012,Turkey,298.42776,301.75558,3.3278198,1.1151173
2013,Turkey,285.17862,288.67865,3.5000305,1.2273117
2014,Turkey,307.17154,311.11395,3.9424133,1.2834566
2015,Turkey,318.97375,323.42609,4.4523315,1.39583
2016,Turkey,338.86896,343.98026,5.1112976,1.5083405
2017,Turkey,378.6282,385.19257,6.5643616,1.7337223
2018,Turkey,374.70184,381.62109,6.9192505,1.8466017
2019,Turkey,366.42288,373.81055,7.3876648,2.0161581
2020,Turkey,366.19119,374.19611,8.0049133,2.185993
2021,Turkey,400.78839,410.23141,9.4430237,2.356112
2022,Turkey,389.97891,399.61014,9.6312256,2.4696786
2000,United Kingdom,520.56256,522.00775,1.4451904,.27762088
2001,United Kingdom,535.30322,539.77393,4.4707031,.83517212
2002,United Kingdom,521.17731,527.86639,6.6890869,1.283457
2003,United Kingdom,533.47162,541.51819,8.0465698,1.5083407
2004,United Kingdom,533.39099,544.14496,10.753967,2.016151
2005,United Kingdom,531.64868,543.87329,12.224609,2.2993774
2006,United Kingdom,532.8999,546.66675,13.766846,2.5833831
2007,United Kingdom,521.73303,537.29272,15.559692,2.9823093
2008,United Kingdom,507.58633,524.7569,17.170563,3.3827868
2009,United Kingdom,459.80878,476.41861,16.609833,3.612335
2010,United Kingdom,477.05524,496.2103,19.15506,4.0152707
2011,United Kingdom,438.33481,457.70819,19.373383,4.4197683
2012,United Kingdom,460.47244,480.82425,20.351807,4.4197664
2013,United Kingdom,446.85376,467.63968,20.785919,4.6516156
2014,United Kingdom,407.77335,428.87628,21.102936,5.1751633
2015,United Kingdom,392.79868,414.96326,22.164581,5.6427331
2016,United Kingdom,371.19968,393.45224,22.252563,5.9947691
2017,United Kingdom,359.70349,382.96185,23.258362,6.4659815
2018,United Kingdom,353.22678,376.69244,23.465668,6.64323
2019,United Kingdom,339.56705,362.52707,22.960022,6.7615576
2020,United Kingdom,301.03009,326.77509,25.744995,8.5522995
2021,United Kingdom,319.24118,352.94293,33.701752,10.556831
2022,United Kingdom,309.4183,344.94006,35.521759,11.480174
2000,United States of America,5729.8203,5748.9141,19.09375,.3332347
2001,United States of America,5702.106,5743.356,41.25,.72341692
2002,United States of America,5545.4141,5613.4736,68.05957,1.2273127
2003,United States of America,5610.687,5695.3149,84.62793,1.5083345
2004,United States of America,5688.7046,5800.1807,111.47607,1.9596039
2005,United States of America,5703.1543,5853.7329,150.57861,2.640269
2006,United States of America,5602.396,5807.9932,205.59717,3.6698079
2007,United States of America,5686.6675,5938.0049,251.3374,4.4197659
2008,United States of America,5512.4492,5875.395,362.9458,6.5841117
2009,United States of America,5120.626,5515.5752,394.94922,7.7129087
2010,United States of America,5352.0498,5790.4771,438.42725,8.1917629
2011,United States of America,5128.1055,5554.3438,426.23828,8.3118076
2012,United States of America,4902.9399,5316.3555,413.41553,8.4319925
2013,United States of America,5038.5249,5478.54,440.01514,8.7330151
2014,United States of America,5046.5645,5493.3701,446.80566,8.8536606
2015,United States of America,4928.6108,5382.8516,454.24072,9.2164049
2016,United States of America,4838.4761,5307.9023,469.42627,9.7019444
2017,United States of America,4761.3018,5240.646,479.34424,10.067504
2018,United States of America,4910.3779,5413.7285,503.35059,10.250751
2019,United States of America,4744.8135,5236.9966,492.18311,10.373075
2020,United States of America,4257.6274,4712.3208,454.69336,10.679501
2021,United States of America,4549.2593,5176.6411,627.38184,13.790857
2022,United States of America,4607.5928,5408.3716,800.77881,17.379549
2000,Colombia,54.882664,54.913101,.030437469,.055459168
2001,Colombia,55.392666,55.454128,.061462402,.11095765
2002,Colombia,53.242615,53.360832,.11821747,.22203542
2003,Colombia,52.535461,52.710529,.1750679,.33323759
2004,Colombia,52.556763,52.790409,.23364639,.44456008
2005,Colombia,53.653606,53.892132,.23852539,.44456545
2006,Colombia,52.067394,52.327873,.26047897,.50027275
2007,Colombia,53.645065,53.94334,.29827499,.55601573
2008,Colombia,53.975334,54.305546,.33021164,.61178249
2009,Colombia,57.286922,57.733349,.44642639,.7792815
2010,Colombia,57.895073,58.378597,.48352432,.83517355
2011,Colombia,62.48447,63.006325,.5218544,.83517456
2012,Colombia,62.388924,62.944874,.55595016,.89110392
2013,Colombia,72.02636,72.748817,.72245789,1.0030465
2014,Colombia,73.95771,74.865402,.90769196,1.2273121
2015,Colombia,75.163597,76.128288,.96469116,1.2834553
2016,Colombia,77.805206,78.978775,1.1735687,1.5083421
2017,Colombia,70.092224,71.307426,1.2152023,1.7337192
2018,Colombia,73.782982,75.062172,1.2791901,1.7337197
2019,Colombia,72.871788,74.135185,1.2633972,1.7337261
2020,Colombia,71.295891,72.773666,1.4777756,2.072736
2021,Colombia,77.495026,79.673523,2.1784973,2.8111448
2022,Colombia,73.294006,75.438019,2.1440125,2.9252222
2000,Lithuania,10.223397,10.229068,.0056705475,.055466373
2001,Lithuania,10.872148,10.878178,.0060300827,.055463582
2002,Lithuania,10.932722,10.950923,.018200874,.16648072
2003,Lithuania,10.94017,10.964461,.024291039,.22203529
2004,Lithuania,11.563956,11.59606,.032103539,.27761725
2005,Lithuania,12.445933,12.487408,.041474342,.3332361
2006,Lithuania,12.504435,12.546104,.041669846,.33324054
2007,Lithuania,12.68546,12.727733,.042272568,.33323637
2008,Lithuania,12.6126,12.654631,.042030334,.33324084
2009,Lithuania,11.408104,11.45882,.0507164,.44456467
2010,Lithuania,12.314006,12.382473,.06846714,.55601031
2011,Lithuania,11.525805,11.60275,.076944351,.66758329
2012,Lithuania,11.530575,11.613989,.083414078,.72341645
2013,Lithuania,10.870252,10.961038,.09078598,.83517826
2014,Lithuania,10.462057,10.561139,.099081993,.94706035
2015,Lithuania,10.549093,10.654905,.10581207,1.0030442
2016,Lithuania,10.750728,10.858562,.10783482,1.0030466
2017,Lithuania,10.771757,10.891874,.12011719,1.1151123
2018,Lithuania,11.141175,11.265412,.12423706,1.1151162
2019,Lithuania,11.157656,11.282077,.12442112,1.1151189
2020,Lithuania,11.13715,11.317679,.18052959,1.6209676
2021,Lithuania,11.497476,11.74881,.25133419,2.1859946
2022,Lithuania,11.034654,11.282125,.24747086,2.2426698
2000,Brazil,294.62332,294.78671,.16339111,.055457629
2001,Brazil,301.49908,301.66629,.16720581,.055458147
2002,Brazil,301.0863,301.42038,.33407593,.11095687
2003,Brazil,295.61481,296.10693,.49212646,.16647558
2004,Brazil,313.26126,313.78278,.52151489,.16647922
2005,Brazil,314.12085,314.99292,.87207031,.27762255
2006,Brazil,317.74588,318.62802,.88214111,.27762473
2007,Brazil,333.37341,334.85547,1.4820557,.44456324
2008,Brazil,352.24014,354.00229,1.762146,.50026834
2009,Brazil,327.78458,329.97281,2.1882324,.66758251
2010,Brazil,374.44186,377.56912,3.1272583,.83517861
2011,Brazil,392.76099,396.92059,4.1596069,1.0590682
2012,Brazil,426.04324,431.27213,5.2288818,1.2273124
2013,Brazil,457.51132,464.15469,6.6433716,1.4520671
2014,Brazil,479.23279,486.73105,7.4982605,1.5646385
2015,Brazil,456.16354,463.81491,7.6513672,1.6773298
2016,Brazil,420.20233,427.72458,7.5222473,1.7901489
2017,Brazil,431.96252,440.18314,8.2206116,1.9030844
2018,Brazil,410.63623,420.07828,9.4420471,2.2993703
2019,Brazil,407.7861,418.32077,10.534668,2.5833809
2020,Brazil,386.00543,398.17911,12.173676,3.1537576
2021,Brazil,439.13321,454.49188,15.358673,3.4974976
2022,Brazil,413.93549,430.07892,16.143433,3.8999877
2000,Russia,1474.3943,1476.0303,1.6359863,.11095989
2001,Russia,1474.6699,1476.3062,1.6362305,.11095571
2002,Russia,1465.8511,1467.4775,1.6264648,.11095703
2003,Russia,1493.8958,1498.874,4.9782715,.3332409
2004,Russia,1488.2015,1493.1608,4.9592285,.33323637
2005,Russia,1481.8971,1486.8353,4.9382324,.3332372
2006,Russia,1537.7026,1543.6825,5.9798584,.38888264
2007,Russia,1533.7252,1539.6897,5.9644775,.38888827
2008,Russia,1553.8384,1559.881,6.0426025,.38888231
2009,Russia,1440.6812,1449.495,8.8138428,.61178303
2010,Russia,1529.2281,1541.9999,12.771729,.8351748
2011,Russia,1604.7429,1626.2405,21.497559,1.3396263
2012,Russia,1607.9497,1631.2982,23.348511,1.4520673
2013,Russia,1568.5332,1593.0751,24.54187,1.5646383
2014,Russia,1551.6051,1577.6306,26.025513,1.6773283
2015,Russia,1533.0836,1560.5281,27.444458,1.7901475
2016,Russia,1509.6907,1536.7163,27.025635,1.7901438
2017,Russia,1537.1775,1564.6952,27.5177,1.7901447
2018,Russia,1592.2152,1620.7181,28.50293,1.790143
2019,Russia,1591.5538,1620.0449,28.491089,1.790143
2020,Russia,1517.6013,1544.7686,27.167236,1.7901431
2021,Russia,1659.0697,1689.7061,30.636353,1.8465983
2022,Russia,1623.2289,1653.2035,29.974609,1.846604
2000,India,891.10303,891.10303,0,0
2001,India,906.08527,906.58783,.50256348,.055465363
2002,India,935.91742,936.95587,1.0384521,.11095553
2003,India,960.28156,961.88025,1.5986938,.16648178
2004,India,1029.5527,1031.2667,1.7139893,.16647902
2005,India,1076.2434,1078.6331,2.3896484,.22203606
2006,India,1149.8204,1154.9321,5.1116943,.44456458
2007,India,1267.9658,1276.4305,8.4647217,.66758281
2008,India,1366.2612,1379.9655,13.704224,1.0030457
2009,India,1460.5269,1480.9133,20.386475,1.3958302
2010,India,1558.149,1581.6512,23.502197,1.5083407
2011,India,1657.1136,1687.7139,30.60022,1.8465976
2012,India,1797.0493,1835.3147,38.265381,2.1293452
2013,India,1850.006,1893.5942,43.588257,2.3561144
2014,India,2021.8297,2077.5142,55.684448,2.7541611
2015,India,2053.7153,2129.0828,75.367432,3.6698091
2016,India,2076.3184,2170.4924,94.174072,4.5356278
2017,India,2192.4385,2313.5847,121.14624,5.5256391
2018,India,2300.2971,2440.8999,140.60278,6.1123748
2019,India,2287.71,2441.041,153.33105,6.7023816
2020,India,2109.749,2258.6541,148.90503,7.05795
2021,India,2323.8879,2507.2947,183.40674,7.8922367
2022,India,2516.967,2727.6846,210.71753,8.3718824
2000,China,3078.4138,3078.4138,0,0
2001,China,3233.866,3239.2498,5.3837891,.16648151
2002,China,3491.6458,3499.3984,7.7526855,.22203529
2003,China,4048.0088,4059.2468,11.238037,.27761889
2004,China,4715.5127,4736.4761,20.963379,.44456202
2005,China,5378.7671,5417.6782,38.911133,.72342104
2006,China,5933.1138,6029.2876,96.173828,1.6209671
2007,China,6440.2534,6559.1792,118.92578,1.846601
2008,China,6638.252,6768.3354,130.0835,1.9596047
2009,China,7100.7949,7264.0688,163.27393,2.2993753
2010,China,7803.1401,8031.3994,228.25928,2.9252234
2011,China,8541.124,8898.8633,357.73926,4.1884332
2012,China,8795.7939,9189.6416,393.84766,4.4776816
2013,China,9196.627,9720.9561,524.3291,5.7013197
2014,China,9203.8203,9869.8252,666.00488,7.2361789
2015,China,9109.1621,9888.2051,779.04297,8.5523014
2016,China,9097.8115,10047.104,949.29199,10.43429
2017,China,9296.835,10352.641,1055.8057,11.356614
2018,China,9745.4805,10906.528,1161.0479,11.913706
2019,China,9915.5479,11140.011,1224.4629,12.348918
2020,China,10004.823,11334.187,1329.3633,13.287224
2021,China,10575.166,12053.606,1478.4404,13.980305
2022,China,10613.171,12130.508,1517.3369,14.296735
2000,South Africa,280.5271,280.5271,0,0
2001,South Africa,316.49051,316.66605,.17553711,.055463623
2002,South Africa,326.83774,327.01901,.18127441,.055463124
2003,South Africa,348.26782,348.84763,.57980347,.16648206
2004,South Africa,375.30795,376.34988,1.0419312,.27762032
2005,South Africa,372.29065,374.15311,1.8624573,.50026971
2006,South Africa,374.17731,376.04922,1.8719177,.50027561
2007,South Africa,391.50504,393.90021,2.3951721,.61178577
2008,South Africa,421.58899,425.81772,4.2287292,1.0030454
2009,South Africa,398.6051,403.72101,5.1159058,1.2834522
2010,South Africa,420.30103,426.64059,6.3395691,1.5083401
2011,South Africa,404.01563,411.4762,7.4605713,1.8466046
2012,South Africa,422.66678,431.66684,9.000061,2.1293514
2013,South Africa,434.54291,444.04199,9.4990845,2.1859946
2014,South Africa,445.73636,456.99796,11.261597,2.5265152
2015,South Africa,421.43469,433.28186,11.847168,2.8111515
2016,South Africa,419.03424,431.53113,12.496887,2.982307
2017,South Africa,428.65775,441.93146,13.273712,3.0965757
2018,South Africa,433.01465,446.42328,13.40863,3.0965767
2019,South Africa,438.94861,453.54578,14.597168,3.3254845
2020,South Africa,418.34528,432.73691,14.391632,3.4401326
2021,South Africa,410.91638,425.99622,15.079834,3.669806
2022,South Africa,394.06937,408.98422,14.914856,3.7848301
2000,Indonesia,255.01431,255.01431,0,0
2001,Indonesia,274.28107,274.58539,.30432129,.11095235
2002,Indonesia,279.91989,280.38589,.46600342,.16647743
2003,Indonesia,308.63345,309.31873,.68527222,.22203434
2004,Indonesia,315.78836,316.66507,.87670898,.2776255
2005,Indonesia,317.55771,319.14636,1.5886536,.50027239
2006,Indonesia,338.97375,341.23669,2.2629395,.66758543
2007,Indonesia,355.15591,358.1221,2.9661865,.83517867
2008,Indonesia,350.5683,353.49615,2.9278564,.83517432
2009,Indonesia,365.80853,370.70901,4.9004822,1.3396304
2010,Indonesia,391.65057,397.11737,5.4667969,1.3958353
2011,Indonesia,450.27487,458.58966,8.3147888,1.8466029
2012,Indonesia,451.38547,462.0206,10.635132,2.3561087
2013,Indonesia,422.69147,433.37082,10.679352,2.5265124
2014,Indonesia,452.85815,465.3306,12.472443,2.7541609
2015,Indonesia,458.66922,472.87225,14.203033,3.0965743
2016,Indonesia,450.26953,466.27618,16.006653,3.5549047
2017,Indonesia,475.21396,493.47354,18.259583,3.842392
2018,Indonesia,530.07568,551.97144,21.895752,4.1306839
2019,Indonesia,569.44104,593.29169,23.850647,4.1884313
2020,Indonesia,531.66528,556.08789,24.422607,4.593606
2021,Indonesia,554.43512,582.80481,28.36969,5.1168637
2022,Indonesia,651.67126,685.77643,34.105164,5.2334919
